City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
216,Riberalta,-10.9833,-66.1,72.39,99,100,2.3,BO,2022-02-07 04:55:26,Clouds
217,Xining,36.6167,101.7667,18.07,58,70,2.04,CN,2022-02-07 04:55:27,Clouds
218,Nantucket,41.2835,-70.0995,34.14,72,0,11.5,US,2022-02-07 04:50:40,Clear
219,Road Town,18.4167,-64.6167,75.99,74,88,23.51,VG,2022-02-07 04:53:27,Clouds
220,Hwange,-18.3693,26.5019,66.06,79,33,4.74,ZW,2022-02-07 04:55:28,Clouds
221,Katsuura,35.1333,140.3,48.24,32,27,2.35,JP,2022-02-07 04:55:28,Clouds
222,Salalah,17.0151,54.0924,71.46,28,67,17.43,OM,2022-02-07 04:53:33,Clouds
223,Acapulco,16.8634,-99.8901,77.14,72,9,7.38,MX,2022-02-07 04:52:43,Clear
224,Eucaliptus,-17.5833,-67.5167,44.82,81,100,6.17,BO,2022-02-07 04:55:29,Clouds
225,Nizhniy Tsasuchey,50.5167,115.1333,20.59,72,7,10.22,RU,2022-02-07 04:55:30,Clear
226,Carnarvon,-24.8667,113.6333,80.67,36,5,23.02,AU,2022-02-07 04:55:30,Clear
227,Talnakh,69.4865,88.3972,-26.07,95,56,2.08,RU,2022-02-07 04:55:31,Clouds
228,Valle De Allende,26.9333,-105.4,47.26,28,72,9.55,MX,2022-02-07 04:55:31,Clouds
229,Kytmanovo,53.4593,85.4479,8.98,93,100,1.9,RU,2022-02-07 04:55:32,Clouds
230,Tabou,4.423,-7.3528,78.03,85,99,5.12,CI,2022-02-07 04:55:32,Rain
231,Dubbo,-32.25,148.6167,78.93,38,40,11.5,AU,2022-02-07 04:55:30,Clouds
232,Kagoro,9.6,8.3833,63.45,27,0,5.26,NG,2022-02-07 04:55:33,Clear
233,Staryy Nadym,65.6118,72.6842,-11.09,100,95,9.57,RU,2022-02-07 04:55:33,Clouds
234,Veraval,20.9,70.3667,70.99,54,6,7.0,IN,2022-02-07 04:56:26,Clear
235,Arraial Do Cabo,-22.9661,-42.0278,74.86,93,1,14.88,BR,2022-02-07 04:56:34,Clear
236,Ulladulla,-35.35,150.4667,72.5,60,24,13.15,AU,2022-02-07 04:56:35,Clouds
237,Saint George,37.1041,-113.5841,48.63,29,0,5.66,US,2022-02-07 04:56:35,Clear
238,Malkerns,-26.5667,31.1833,66.43,88,40,2.98,SZ,2022-02-07 04:56:36,Clouds
239,Baykit,61.67,96.37,3.2,91,43,2.57,RU,2022-02-07 04:56:36,Clouds
240,Guane,22.2025,-84.0875,66.42,81,0,5.37,CU,2022-02-07 04:56:37,Clear
241,Calama,-22.4667,-68.9333,48.69,18,42,13.8,CL,2022-02-07 04:56:37,Clouds
242,Harper,4.375,-7.7169,78.06,85,99,5.35,LR,2022-02-07 04:56:38,Rain
243,Tobias Barreto,-11.1839,-37.9983,72.72,93,98,5.41,BR,2022-02-07 04:56:38,Clouds
244,Pangnirtung,66.1451,-65.7125,-38.67,95,100,4.85,CA,2022-02-07 04:56:39,Clouds
245,Seguela,7.9611,-6.6731,68.94,38,91,1.59,CI,2022-02-07 04:56:39,Clouds
246,Makakilo City,21.3469,-158.0858,73.0,74,0,14.18,US,2022-02-07 04:56:23,Clear
247,Westport,41.1415,-73.3579,31.44,77,56,3.0,US,2022-02-07 04:54:37,Clouds
248,Huarmey,-10.0681,-78.1522,71.01,80,100,6.15,PE,2022-02-07 04:56:40,Clouds
249,Bontang,0.1333,117.5,84.69,69,100,13.42,ID,2022-02-07 04:56:40,Clouds
250,Mangrol,21.1167,70.1167,70.16,55,5,7.16,IN,2022-02-07 04:53:07,Clear
251,Najran,17.4924,44.1277,48.85,50,41,2.73,SA,2022-02-07 04:56:41,Clouds
252,Nainpur,22.4333,80.1167,75.56,18,0,3.42,IN,2022-02-07 04:56:42,Clear
253,Jingdezhen,29.2947,117.2079,36.81,99,100,2.33,CN,2022-02-07 04:56:42,Rain
254,Pervomayskoye,43.919,46.7102,34.36,69,92,11.81,RU,2022-02-07 04:56:43,Clouds
255,San Cristobal,7.7669,-72.225,69.98,83,63,1.39,VE,2022-02-07 04:51:56,Clouds
256,Alta Floresta,-9.8756,-56.0861,71.15,97,95,1.79,BR,2022-02-07 04:56:43,Clouds
257,Kaeo,-35.1,173.7833,76.32,96,100,6.26,NZ,2022-02-07 04:56:44,Clouds
258,Lebu,-37.6167,-73.65,58.28,93,5,13.67,CL,2022-02-07 04:56:44,Clear
259,Kruisfontein,-34.0033,24.7314,71.73,60,0,5.35,ZA,2022-02-07 04:56:45,Clear
260,Findhorn,57.6572,-3.6085,37.35,86,69,10.94,GB,2022-02-07 04:56:45,Clouds
261,Sulangan,11.1373,123.7228,81.57,70,52,7.92,PH,2022-02-07 04:56:46,Clouds
262,Mezen,65.8522,44.24,11.26,92,99,10.11,RU,2022-02-07 04:56:46,Clouds
263,Chopinzinho,-25.8558,-52.5233,56.98,73,8,3.96,BR,2022-02-07 04:56:47,Clear
264,Puerto Carreno,6.189,-67.4859,81.05,60,69,0.47,CO,2022-02-07 04:56:47,Clouds
265,Tinsukia,27.5,95.3667,67.86,55,0,0.81,IN,2022-02-07 04:56:48,Clear
266,Marzuq,14.4,46.4667,62.28,42,100,2.77,YE,2022-02-07 04:56:48,Clouds
267,Keti Bandar,24.1447,67.4497,72.97,67,8,8.03,PK,2022-02-07 04:56:48,Clear
268,Beringovskiy,63.05,179.3167,-17.16,95,19,5.91,RU,2022-02-07 04:56:49,Clouds
269,Hervey Bay,-25.2986,152.8535,79.03,78,75,10.0,AU,2022-02-07 04:56:50,Rain
270,Deputatskiy,69.3,139.9,-32.8,94,85,4.83,RU,2022-02-07 04:56:50,Clouds
271,Obo,5.3998,26.4869,64.38,22,69,6.13,CF,2022-02-07 04:56:51,Clouds
272,Pangai,-19.8,-174.35,76.84,89,100,23.26,TO,2022-02-07 04:56:51,Rain
273,Takoradi,4.8845,-1.7554,78.66,86,94,5.39,GH,2022-02-07 04:56:52,Clouds
274,Mackay,-21.15,149.2,82.38,65,42,18.41,AU,2022-02-07 04:56:52,Clouds
275,Warrington,53.3925,-2.5802,41.86,88,20,1.01,GB,2022-02-07 04:56:53,Clouds
276,Gambo,4.6482,22.2633,62.06,28,71,4.45,CF,2022-02-07 04:56:53,Clouds
277,Chuy,-33.6971,-53.4616,62.78,80,48,14.2,UY,2022-02-07 04:54:35,Clouds
278,Sarai Sidhu,30.5949,71.9698,53.37,45,3,6.98,PK,2022-02-07 04:56:54,Clear
279,Waingapu,-9.6567,120.2641,88.21,61,19,13.24,ID,2022-02-07 04:56:54,Clouds
280,Uthal,25.8072,66.6219,70.63,68,0,0.51,PK,2022-02-07 04:56:55,Clear
281,Chokurdakh,70.6333,147.9167,-41.58,99,85,3.22,RU,2022-02-07 04:57:55,Clouds
282,Vitim,59.4511,112.5578,11.73,87,100,4.03,RU,2022-02-07 04:57:56,Snow
283,Sokol,59.4617,40.1206,6.49,96,90,7.29,RU,2022-02-07 04:57:56,Clouds
284,Livingston,55.9029,-3.5226,36.1,83,0,9.22,GB,2022-02-07 04:57:57,Clear
285,Olinda,-8.0089,-34.8553,82.13,69,40,5.75,BR,2022-02-07 04:57:57,Clouds
286,Fenoarivo,-18.933,47.4354,68.07,83,75,9.22,MG,2022-02-07 04:57:58,Clouds
287,Sindou,10.6667,-5.1667,70.7,15,3,5.35,BF,2022-02-07 04:57:58,Clear
288,Adelaide,-34.9333,138.6,95.56,22,0,4.0,AU,2022-02-07 04:54:38,Clear
289,Dolgorukovo,52.3195,38.3453,24.08,96,100,10.56,RU,2022-02-07 04:57:59,Clouds
290,Victoria,22.2855,114.1577,64.36,88,100,3.0,HK,2022-02-07 04:55:10,Rain
291,Upata,8.0086,-62.3989,69.12,96,59,4.9,VE,2022-02-07 04:58:00,Clouds
292,Korla,41.7597,86.1469,28.72,38,53,2.48,CN,2022-02-07 04:58:00,Clouds
293,Shingu,33.7333,135.9833,45.59,36,63,9.44,JP,2022-02-07 04:58:01,Clouds
294,Larsnes,62.2028,5.5773,40.01,97,92,4.81,NO,2022-02-07 04:58:01,Clouds
295,Verkhnevilyuysk,63.4453,120.3167,-8.99,94,100,7.05,RU,2022-02-07 04:58:02,Clouds
296,Brookhaven,31.5791,-90.4407,33.8,70,0,3.09,US,2022-02-07 04:58:02,Clear
297,Peace River,56.2501,-117.286,43.11,56,75,35.68,CA,2022-02-07 04:57:34,Clouds
298,Ulaanbaatar,47.9077,106.8832,8.73,52,16,2.24,MN,2022-02-07 04:58:03,Clouds
299,Sao Filipe,14.8961,-24.4956,71.58,76,9,3.22,CV,2022-02-07 04:58:04,Clear
300,Chernyshevskiy,63.0128,112.4714,-2.87,92,100,4.43,RU,2022-02-07 04:58:04,Clouds
301,Iqaluit,63.7506,-68.5145,-38.47,67,40,4.61,CA,2022-02-07 04:54:35,Clouds
302,Usinsk,65.9939,57.5281,6.35,85,100,8.48,RU,2022-02-07 04:58:05,Clouds
303,Heishan,41.6892,122.1128,29.95,31,56,4.54,CN,2022-02-07 04:58:05,Clouds
304,Berezovyy,51.6667,135.7,11.5,80,100,2.37,RU,2022-02-07 04:58:06,Clouds
305,Peshkopi,41.685,20.4289,39.25,99,77,4.38,AL,2022-02-07 04:58:06,Clouds
306,Jardim,-21.4803,-56.1381,68.56,87,69,5.41,BR,2022-02-07 04:58:07,Clouds
307,Kindu,-2.95,25.95,69.08,99,100,4.59,CD,2022-02-07 04:58:07,Rain
308,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,74,75,15.66,RU,2022-02-07 04:58:08,Snow
309,Nouakchott,18.0858,-15.9785,62.53,49,26,9.01,MR,2022-02-07 04:58:08,Clouds
310,Wajima,37.4,136.9,32.68,100,100,2.3,JP,2022-02-07 04:58:09,Clouds
311,Umm Lajj,25.0213,37.2685,64.98,34,0,14.97,SA,2022-02-07 04:58:09,Clear
312,Hanstholm,57.1167,8.6167,39.51,70,5,28.9,DK,2022-02-07 04:58:09,Clear
313,Kavaratti,10.5669,72.642,78.01,67,11,7.85,IN,2022-02-07 04:58:10,Clouds
314,Tautira,-17.7333,-149.15,82.42,77,68,20.2,PF,2022-02-07 04:54:38,Rain
315,Marsabit,2.3284,37.9899,66.74,64,85,15.05,KE,2022-02-07 04:58:11,Clouds
316,Sao Joao Da Barra,-21.6403,-41.0511,75.24,89,1,15.66,BR,2022-02-07 04:55:55,Clear
317,Tura,25.5198,90.2201,65.1,48,12,4.27,IN,2022-02-07 04:56:07,Clouds
318,Puerto Colombia,10.9878,-74.9547,78.89,82,0,26.28,CO,2022-02-07 04:58:12,Clear
319,Frydlant Nad Ostravici,49.5928,18.3597,40.28,92,100,11.99,CZ,2022-02-07 04:58:12,Rain
320,Trincomalee,8.5711,81.2335,81.14,68,78,12.55,LK,2022-02-07 04:58:13,Clouds
321,Slatina,44.4333,24.3667,34.29,59,99,2.46,RO,2022-02-07 04:58:13,Clouds
322,Tacuarembo,-31.7333,-55.9833,55.53,70,0,5.66,UY,2022-02-07 04:54:27,Clear
323,Margate,51.3813,1.3862,40.75,72,11,8.99,GB,2022-02-07 04:58:14,Clouds
324,Puerto Penasco,31.3167,-113.5333,60.91,20,0,11.25,MX,2022-02-07 04:58:14,Clear
325,Brigantine,39.4101,-74.3646,40.01,85,54,2.77,US,2022-02-07 04:56:41,Rain
326,Kerrville,30.0474,-99.1403,43.92,71,0,3.44,US,2022-02-07 04:54:11,Clear
327,Fort Madison,40.6298,-91.3151,22.42,79,28,10.85,US,2022-02-07 04:58:15,Clouds
328,Bac Giang,21.2667,106.2,62.67,78,100,3.24,VN,2022-02-07 04:58:16,Clouds
329,Qinzhou,21.95,108.6167,61.41,94,100,5.68,CN,2022-02-07 04:58:16,Clouds
330,Presidencia Roque Saenz Pena,-26.7852,-60.4388,63.77,42,0,6.06,AR,2022-02-07 04:59:17,Clear
331,Straumen,63.8709,11.2999,35.6,88,97,7.25,NO,2022-02-07 04:59:17,Clouds
332,Ballina,-28.8667,153.5667,71.78,84,75,12.66,AU,2022-02-07 04:59:18,Clouds
333,Kulhudhuffushi,6.6221,73.07,80.76,68,32,9.95,MV,2022-02-07 04:59:18,Clouds
334,Mahebourg,-20.4081,57.7,81.25,77,100,11.3,MU,2022-02-07 04:59:18,Clouds
335,Mezhdurechensk,53.6942,88.0603,21.04,83,100,2.1,RU,2022-02-07 04:59:19,Clouds
336,Christchurch,-43.5333,172.6333,63.95,66,75,1.01,NZ,2022-02-07 04:58:13,Clouds
337,Russkiy Aktash,55.0384,52.1214,22.35,97,98,2.98,RU,2022-02-07 04:59:20,Snow
338,Maniitsoq,65.4167,-52.9,3.38,84,100,11.56,GL,2022-02-07 04:59:20,Clouds
339,Maceio,-9.6658,-35.7353,74.64,88,0,4.61,BR,2022-02-07 04:59:21,Clear
340,Tawang,27.5833,91.8667,41.54,41,0,6.06,IN,2022-02-07 04:59:21,Clear
341,Sao Miguel Do Araguaia,-13.275,-50.1628,72.14,95,97,4.23,BR,2022-02-07 04:59:22,Clouds
342,Thompson,55.7435,-97.8558,-5.64,77,75,4.61,CA,2022-02-07 04:58:55,Clouds
343,Campbellton,48.0075,-66.6727,5.45,98,100,2.53,CA,2022-02-07 04:59:23,Snow
344,Los Llanos De Aridane,28.6585,-17.9182,61.12,68,75,18.01,ES,2022-02-07 04:59:24,Clouds
345,Luderitz,-26.6481,15.1594,68.63,74,61,2.55,NA,2022-02-07 04:59:24,Clouds
346,Tuatapere,-46.1333,167.6833,59.83,48,0,6.8,NZ,2022-02-07 04:56:23,Clear
347,Teknaf,20.8624,92.3058,74.39,38,42,10.85,BD,2022-02-07 04:59:25,Clouds
348,Yar-Sale,66.8333,70.8333,-8.0,99,48,10.0,RU,2022-02-07 04:54:44,Clouds
349,Omboue,-1.5746,9.2618,76.69,89,78,5.23,GA,2022-02-07 04:59:26,Clouds
350,Marathon,44.9,-89.7668,13.95,79,100,11.5,US,2022-02-07 04:59:26,Clouds
351,Sosnovo-Ozerskoye,52.5249,111.5418,12.96,85,97,10.27,RU,2022-02-07 04:59:27,Clouds
352,Juneau,58.3019,-134.4197,41.85,99,100,5.55,US,2022-02-07 04:59:27,Clouds
353,Pauini,-7.7136,-66.9764,73.83,94,100,0.87,BR,2022-02-07 04:59:28,Clouds
354,Turukhansk,65.8167,87.9833,-16.76,98,58,3.96,RU,2022-02-07 04:57:53,Clouds
355,Prince Rupert,54.3161,-130.3201,42.89,87,100,26.46,CA,2022-02-07 04:59:28,Mist
356,Starkville,33.4504,-88.8184,32.67,67,0,1.48,US,2022-02-07 04:56:46,Clear
357,Agadez,19.75,10.25,54.45,20,0,4.7,NE,2022-02-07 04:59:29,Clear
358,Bubaque,11.2833,-15.8333,76.17,68,22,8.25,GW,2022-02-07 04:59:29,Clouds
359,Tessalit,20.1986,1.0114,58.64,17,0,6.33,ML,2022-02-07 04:59:30,Clear
360,Motygino,58.1831,94.7592,12.04,92,100,2.17,RU,2022-02-07 04:59:30,Clouds
361,Paita,-5.0892,-81.1144,71.96,78,89,9.46,PE,2022-02-07 04:59:31,Clouds
362,Abha,18.2164,42.5053,50.25,87,20,6.91,SA,2022-02-07 04:59:32,Clouds
363,Faanui,-16.4833,-151.75,81.3,75,90,20.36,PF,2022-02-07 04:59:32,Clouds
364,Grindavik,63.8424,-22.4338,34.27,100,100,56.39,IS,2022-02-07 04:59:33,Snow
365,Carahue,-38.7,-73.1667,55.6,95,7,2.37,CL,2022-02-07 04:59:33,Clear
366,Cherskiy,68.75,161.3,-30.44,100,38,1.77,RU,2022-02-07 04:59:34,Clouds
367,Sinnar,13.5691,33.5672,62.87,29,93,11.72,SD,2022-02-07 04:59:34,Clouds
368,Hamilton,39.1834,-84.5333,28.76,88,100,2.89,US,2022-02-07 04:58:57,Clouds
369,Bohodukhiv,50.1647,35.5276,32.04,95,62,12.53,UA,2022-02-07 04:59:35,Clouds
370,Pingliang,35.5392,106.6861,22.96,74,99,1.86,CN,2022-02-07 04:59:36,Clouds
371,Grand Gaube,-20.0064,57.6608,81.37,76,92,5.01,MU,2022-02-07 04:55:41,Clouds
372,Bairnsdale,-37.8333,147.6167,72.46,67,1,8.01,AU,2022-02-07 04:59:36,Clear
373,Puro,12.4841,123.3827,83.86,66,78,11.88,PH,2022-02-07 04:59:37,Clouds
374,Monrovia,6.3005,-10.7969,76.8,85,98,1.39,LR,2022-02-07 04:59:37,Rain
375,Coahuayana,18.7333,-103.6833,68.7,73,58,3.98,MX,2022-02-07 05:00:43,Clouds
376,Port-Gentil,-0.7193,8.7815,79.65,84,44,10.02,GA,2022-02-07 05:00:48,Clouds
377,Murgab,37.4966,61.9714,41.65,60,100,13.29,TM,2022-02-07 05:00:49,Clouds
378,Mpika,-11.8343,31.4529,60.6,99,100,2.28,ZM,2022-02-07 05:00:50,Rain
379,Prabumulih,-3.45,104.25,88.29,53,98,5.26,ID,2022-02-07 05:00:51,Clouds
380,Portland,45.5234,-122.6762,48.18,88,16,3.0,US,2022-02-07 04:59:39,Clouds
381,Paulo Afonso,-9.4061,-38.2147,73.94,84,52,7.58,BR,2022-02-07 05:00:52,Clouds
382,Sechura,-5.5569,-80.8222,72.43,74,92,8.41,PE,2022-02-07 05:00:52,Clouds
383,Aguimes,27.9054,-15.4461,61.43,82,40,19.57,ES,2022-02-07 05:00:53,Clouds
384,Adra,36.7496,-3.0206,53.82,76,0,2.01,ES,2022-02-07 05:00:54,Clear
385,Santa Vitoria Do Palmar,-33.5189,-53.3681,62.73,75,36,14.79,BR,2022-02-07 05:00:54,Clouds
386,Moyamba,8.1667,-12.4333,71.1,98,12,0.69,SL,2022-02-07 05:00:55,Clouds
387,Zhigansk,66.7697,123.3711,-28.07,98,92,2.55,RU,2022-02-07 05:00:55,Clouds
388,Praia Da Vitoria,38.7333,-27.0667,59.76,92,31,15.64,PT,2022-02-07 05:00:56,Clouds
389,Waipawa,-41.4122,175.5153,59.94,91,100,9.53,NZ,2022-02-07 05:00:56,Clouds
390,Ziarat,30.3823,67.7282,38.17,29,0,3.83,PK,2022-02-07 05:00:57,Clear
391,Monte Patria,-30.6919,-70.9467,70.32,58,0,2.04,CL,2022-02-07 05:00:58,Clear
392,Acajutla,13.5928,-89.8275,79.81,62,16,5.77,SV,2022-02-07 05:00:58,Clouds
393,Sisophon,13.5859,102.9737,90.86,41,99,6.17,KH,2022-02-07 05:00:59,Clouds
394,Thinadhoo,0.5333,72.9333,82.63,63,97,13.53,MV,2022-02-07 04:58:52,Clouds
395,Comodoro Rivadavia,-45.8667,-67.5,70.25,45,6,16.28,AR,2022-02-07 05:01:00,Clear
396,Kinablangan,7.6947,126.5503,80.78,82,75,7.72,PH,2022-02-07 05:01:00,Clouds
397,Alugan,12.2188,125.4808,80.53,81,73,16.44,PH,2022-02-07 05:01:01,Clouds
398,Basse,52.5518,9.5069,39.52,90,75,20.71,DE,2022-02-07 05:01:02,Clouds
399,Innisfail,-17.5333,146.0333,86.22,82,27,6.93,AU,2022-02-07 04:59:28,Clouds
400,Aguada De Pasajeros,22.385,-80.8508,68.2,84,42,7.0,CU,2022-02-07 05:01:02,Rain
401,Mount Gambier,-37.8333,140.7667,86.77,21,0,7.74,AU,2022-02-07 05:01:03,Clear
402,Santa Comba,43.0331,-8.8093,43.3,97,32,3.6,ES,2022-02-07 05:01:04,Clouds
403,Crotone,39.0851,17.1178,48.92,77,8,10.04,IT,2022-02-07 05:01:04,Clear
404,Leh,34.1667,77.5833,14.02,92,100,3.94,IN,2022-02-07 04:56:08,Clouds
405,San Andres,12.5847,-81.7006,79.45,71,1,13.02,CO,2022-02-07 05:01:05,Clear
406,Klaksvik,62.2266,-6.589,27.52,46,100,6.22,FO,2022-02-07 05:01:06,Clouds
407,Chapais,49.7834,-74.8492,4.78,96,100,4.38,CA,2022-02-07 05:01:07,Snow
408,Lyubim,58.3625,40.6843,3.76,99,98,5.39,RU,2022-02-07 05:01:07,Clouds
409,Guatire,10.4762,-66.5427,75.2,98,72,0.76,VE,2022-02-07 05:01:08,Clouds
410,Guerrero Negro,27.9769,-114.0611,59.52,62,0,2.53,MX,2022-02-07 04:59:40,Clear
411,Knysna,-34.0363,23.0471,66.58,68,0,3.22,ZA,2022-02-07 05:01:08,Clear
412,Mopipi,-21.1833,24.8833,67.41,66,0,13.04,BW,2022-02-07 05:01:09,Clear
413,Kaseda,31.4167,130.3167,49.66,56,100,7.81,JP,2022-02-07 05:01:09,Clouds
414,San Quintin,30.4833,-115.95,57.34,47,0,1.63,MX,2022-02-07 05:01:10,Clear
415,Honningsvag,70.9821,25.9704,22.75,74,20,14.97,NO,2022-02-07 04:59:04,Clouds
416,Saint Anthony,45.0205,-93.218,7.95,73,0,1.99,US,2022-02-07 05:01:10,Clear
417,Nushki,29.5542,66.0215,56.01,20,6,2.42,PK,2022-02-07 05:01:11,Clear
418,Grandview,38.8858,-94.533,33.15,71,11,5.97,US,2022-02-07 05:01:11,Clouds
419,Mishan,45.55,131.8833,12.96,75,75,11.52,CN,2022-02-07 05:01:12,Clouds
420,Saldanha,-33.0117,17.9442,62.38,97,37,7.47,ZA,2022-02-07 05:01:12,Clouds
421,Vila,42.0304,-8.1588,38.32,84,36,5.23,PT,2022-02-07 05:02:13,Clouds
422,Bafra,41.5678,35.9069,37.49,71,66,9.78,TR,2022-02-07 05:02:13,Clouds
423,Malayal,7.208,121.942,86.68,61,100,2.53,PH,2022-02-07 05:02:14,Clouds
424,Biloela,-24.4167,150.5,82.17,41,53,12.15,AU,2022-02-07 05:02:15,Clouds
425,Uspenskaya,45.7645,41.067,30.49,94,97,6.58,RU,2022-02-07 05:02:15,Clouds
426,Rawlins,41.7911,-107.2387,28.62,54,0,14.97,US,2022-02-07 05:02:16,Clear
427,Husavik,66.0449,-17.3389,23.74,76,100,27.74,IS,2022-02-07 05:02:16,Snow
428,Abu Kamal,34.4506,40.9171,50.4,59,79,4.0,SY,2022-02-07 05:02:16,Clouds
429,Pontianak,-0.0333,109.3333,85.98,70,75,4.61,ID,2022-02-07 05:02:17,Clouds
